GB_SE_England GB_SW_Wales GB_SE_Wales GB_Cornwall GB_N_Yorkshire GB_S_Yorkshire GB_Merseyside GB_SC_England GB_NC_England GB_Devon GB_Anglia GB_NW_Wales GB_Northumberland GB_Cumbria GB_Noi_SWscot GB_Lincolnshire GB_S_England GB_NE_Scot GB_NW_Scot GB_Orkney HGDP_biaka_pygmies HGDP_Mandenka HGDP_mozabite HGDP_bedouin HGDP_balochi HGDP_yoruba HGDP_bantu_ne HGDP_palestinian HGDP_druze HGDP_sindhi HGDP_pathan HGDP_han HGDP_hazara HGDP_Burusho HGDP_tujia HGDP_mongola HGDP_hezhen HGDP_oroqen HGDP_yakut NAN_Melanesian HGDP_french HGDP_french_bsq HGDP_italian_n HGDP_cambodians HGDP_sardinian HGDP_papuan HGDP_japanese HGDP_russian HGDP_adygei HGDP_surui HGDP_pima HM3_lwk_kenya HM3_tsi_usa HM3_yri_nigeria BB_armenian BB_bulgarian BB_chechen BB_chuvash BB_croatian BB_cypriot BB_german BB_greek BB_hungarian BB_iranian GB_Ireland BB_italians BB_mordovian BB_norwegian BB_polish BB_romanian BB_spanish BB_syrian BB_turkish BB_ukrainian
HGDP_biaka_pygmies 138.351760369518 50.1470934293625 62.0916341818348 87.2305911674327 96.6600654238131 79.1596549826867 77.1350325707651 165.589117982988 189.890666373411 73.3347477434166 192.82256252276 70.1329220072363 150.899880231461 175.888830136215 71.0697687465535 107.631269069998 63.2877814308582 49.4243180228741 30.0214416465452 86.5202178825787 1958.4156412967 404.600508432144 75.2246298005216 40.0218719736775 34.3494565690576 488.348223027444 456.076902057494 36.5134124645757 13.0225465046271 16.7470539991503 9.07866814893755 14.3440366866567 10.878823983659 9.76137789586957 13.8455346645436 13.0639941259661 13.1867945106946 12.7994753677788 11.4086845096367 21.7530387050991 17.8896839765737 16.5422326407539 14.9591411981027 15.479935344098 24.626536911259 23.0453547283546 14.2243761958853 16.3344082162996 6.35395333291603 8.28052589332173 10.8071837546896 459.922808573992 21.4841645310792 459.438996762742 6.71960710541674 19.6033762195365 5.58275718774437 6.32224867488833 15.6836073481405 9.00324064624876 14.5690419981827 21.7799035356867 15.614222533081 10.5052744244872 5.96773575669968 27.973770881322 13.0319220748178 9.12922973369263 10.8276979327642 15.37874151421 31.1320016150277 20.6337646374196 8.54514512811568 13.7475060519852
HGDP_Mandenka 159.900806053229 56.8098845374201 71.5091549492524 101.312766393125 111.549788227299 91.424187625964 88.57965018575 189.817829036579 227.408954573304 83.7668642573497 223.904202305383 78.4327311564479 172.643752426112 204.571227748141 80.7424659320068 126.963015993583 74.2734430312667 58.7987003009456 33.5162557320095 98.7437952348004 373.407923410885 1045.44075621386 122.450696369714 53.1536110970018 39.9209715627019 674.890992583693 503.667346894783 53.2087535569461 15.3705178567871 18.0727996196544 9.15773705426547 13.5240911267539 9.74616645250361 9.56351713733739 13.3305315225654 12.1389639312303 12.1347706666957 12.0076849146477 10.9795923528337 18.5824574009957 21.4066366879122 18.7949646058036 17.3952147965749 14.2403165567874 34.1845487154622 20.8195036829564 12.6458404302603 17.1462231474273 5.58437723587185 8.16041259394864 11.1138723932479 505.899160224402 27.0020953497897 654.857030731445 7.26397440644448 21.0699969672339 6.360328452005 6.79225593802257 17.7316376348232 11.5145440986318 16.2167980000434 24.9506851113749 16.9117458749903 10.9724587180284 6.17446490655049 37.2428691274712 12.9944360501697 10.2613731156775 11.8332162740407 17.7106406790388 49.0138605661691 24.8975787322473 12.0283046747181 15.2594038006783
HGDP_mozabite 305.187809936297 111.47851335417 139.951046457105 201.79543403259 220.777742033245 169.544061578231 175.109758497877 372.433420559447 434.165583935677 172.364224843667 436.838873481155 153.452907036386 334.545082434975 391.305606404949 149.571796183589 231.003581073404 138.96301220985 107.430736728163 67.6152411812086 193.230093835375 58.2950559872435 107.027974009518 920.566802259428 46.4664570262031 17.7321337620073 108.659808837497 85.8494428569512 36.7048654436089 24.9195122669822 11.8964784640666 10.2946755215837 6.94888359958116 8.56523073489736 9.91038109733693 7.27770656466948 8.2939577876838 6.86051442524781 6.76133237526581 6.54562360342777 8.85697170601946 41.252213793216 40.4177159676399 38.8312900301779 7.45368480373291 61.3436867153996 7.95394454701485 6.70611374138645 25.5541286324782 11.6565239930268 5.19687160397498 6.21094889718629 83.8050578270252 50.0655333155443 106.639330704561 13.6024000845379 41.5973531787403 10.9786212031893 9.1510942994396 34.744916500738 15.3275068142139 30.2725796551443 43.8924271345897 31.8670704739451 13.9014527709007 12.7653376548785 63.9126398835772 23.0414366450699 19.4498644469087 22.3883936462066 36.2068990992643 71.4683266173034 29.0706339828047 13.7558088682533 26.1899860474258
HGDP_bedouin 329.429751190568 120.9366395479 155.478549368569 209.673425436064 227.716789960092 185.920111246394 192.965191182591 399.332568506643 452.49482914393 176.623351404974 453.897229318537 166.925035994065 364.209624329832 430.082107925449 173.635922776821 254.995397524018 151.526034983044 120.287082189231 72.6398653918437 207.045338928876 36.9230491345912 51.707286691682 52.0986798285956 504.542689253482 25.5395562350252 52.9408281708935 57.5398600893388 81.0394628863182 46.8254592835399 18.0735512088211 18.3079778326018 8.9927049724564 13.5483769471306 15.2172659936074 8.16796889908321 10.1222325390105 8.69211920124109 8.06823443207951 10.2563030478482 10.8518282951974 44.0082457849519 40.5394923527299 43.6431652653512 8.79900935883206 56.2158128784654 10.6535822349945 8.74286356283085 36.1047893093958 18.4727073888094 7.0790059027805 8.12019819572118 55.7178120212473 64.0605946925691 50.8682731377775 23.619407465868 57.0193253112015 19.4402770830696 10.3034241250292 44.7389253406178 28.1747020406105 35.7427888470296 68.3375805073218 38.4555765197232 25.3385721873312 13.2348419470914 68.4031527243432 29.8895462680509 23.9133987450957 30.8604133104153 44.266492103445 52.9721041691257 48.2628089790898 22.9961964209351 37.6047602322418
HGDP_balochi 344.454081286605 134.952845004555 165.03177808759 224.791870443151 242.266670361395 191.736938757263 200.773212811994 415.344756735733 475.352970554281 180.702012455314 460.282912153962 182.561754774513 382.832540039565 444.610612910309 185.044069133077 270.78803532593 160.02348922212 130.239866276404 80.371134724554 234.134018974216 31.9709667860555 36.3471320038074 20.7491642091663 29.3513885186577 129.996555641452 43.398946336048 50.3582701150643 24.7852618632073 23.30847693542 100.929114826436 67.9192323983812 20.9376840526429 35.044231848419 54.9850303174372 22.2636995454458 21.9969100601566 21.9038172599624 21.5883476762573 21.6599082582337 23.4116917325009 41.0767187796295 35.5423585065217 36.1045071421083 25.2387783380736 41.037138961725 21.6321121813986 21.0059099141132 43.9179735576117 23.9701251843379 14.2965741756708 16.6023974967185 44.769471535482 54.5898550116574 44.1501968442275 24.9933476875917 49.9436548325748 24.0448207589341 15.0388808364277 44.09297194572 21.238873500921 37.5114491885852 56.4192879093419 40.6523915755044 34.8500938923132 16.270785080193 56.0950004824124 37.081260236485 24.2804857777251 31.6283474841656 42.38664862142 43.167329380817 24.8693134026847 24.1666086156725 40.0030584500281
HGDP_yoruba 144.200256008058 51.3053861651695 64.9038586571199 90.0829082906735 101.761034124623 86.3793555338512 78.2768436757428 171.373176259634 200.488231071748 74.7637788372418 202.894012884431 68.8967691285903 155.114405728505 181.893758300921 71.7875431411648 112.323704427095 66.3483313671447 52.378938663673 29.0615998286416 87.6887997356107 457.841702056551 642.94308448522 116.893907521951 49.6233847184199 42.4936781612059 893.349530084822 599.620442064849 55.7238761213495 14.5662249632433 18.7546045011562 8.06725600607084 12.1818313931041 9.23540763674183 9.53138251187627 12.9726227111509 10.7242134023502 11.7817923670669 11.562394347828 9.74369325448042 19.3316361304336 19.6614708046124 16.0364985133867 14.9518349769663 13.4370621355552 27.6293045972491 19.5535434099309 12.6716391180951 14.4480561025649 5.63729016888484 7.45825974623598 9.91337516359401 603.130588384725 23.6203854660242 863.535633322699 6.70686424311106 18.1271740518126 5.02511827650993 5.83698925955902 15.9889352983249 9.81820625555607 14.4464343856517 22.0849062751275 15.2690616751885 12.2124171252107 5.78833203398166 35.8019901741045 11.8896098909891 9.55743515616997 11.4378213288974 15.3560002830981 46.4918689641848 25.406745958428 10.6380420517688 13.4358768383679
HGDP_bantu_ne 161.6143360915 58.0023720232801 74.2438299386411 102.513661649981 114.268404974994 93.7960565253108 91.4023231247204 194.711598561031 229.695058916405 86.8313090711479 228.089766048579 81.2808194591981 175.019743802377 213.831738986101 82.7276684811924 127.521489744121 74.765932723139 59.1969777957402 34.1443116081391 100.639757852809 449.2027974981 491.288478950792 99.5567156252985 56.5077277914803 49.7226335283132 606.058471307201 780.924535733659 51.5441230509363 15.7887113539512 23.5190588846477 9.8377091282254 14.5698251648074 10.5520836991493 9.75306575727087 14.022094310949 12.8894589142204 14.1172958942672 12.7133391505033 11.4987481320062 21.1990945089395 21.4514735652672 18.5549380782886 19.1468365689115 15.5591088327627 31.8683282114372 20.3577260864591 15.0873734183163 17.7493916077285 6.84998254486085 8.93197665869615 12.0221999987261 784.229138980765 27.1837269895819 577.864354844415 7.91244708196131 22.1101675550939 6.94811878024215 6.48611101240146 18.0398796840666 11.2569434214807 16.6297050313698 25.0436669963823 17.6508397831371 14.3598692916657 6.44100579821015 38.1708225166812 14.3548035961593 10.9230892747905 12.6021350340595 18.9240296971353 41.5939573204561 28.145700830366 11.0641153377534 16.7930375133239
HGDP_palestinian 358.593241497073 132.093286435644 164.698437939086 229.21759382177 244.580892509026 194.666036459748 204.291004048521 423.704252786495 502.225349818744 191.961360611156 490.617216637408 186.259499253199 392.154873314154 460.70452143432 183.775779630517 271.274822082466 163.259661950977 131.186452184957 80.1348879518392 226.767263678127 34.0198651823484 50.8692819022279 45.0886628142123 85.0257950648164 25.2355900549051 54.8070395419071 52.0666021903296 113.134212857461 34.7700466013402 21.3131706184512 19.769903656949 10.5030986138411 15.380996865403 16.7177580566446 10.5868229924031 9.57950539621093 11.0653219990157 11.0286402773567 10.8423435792949 10.2032206686137 47.9909273384841 41.4897856059582 44.8936491578986 11.5440335994232 55.8217503374863 9.746040265504 10.0004411100545 37.4222062686396 19.9532853081059 7.71103037789718 9.06954434594415 52.6769585669613 62.9832808952442 51.329801110287 22.1571240766271 55.8591133395485 19.5561092483225 11.6595859852133 47.0945469434804 28.032740528293 39.6552067383506 66.4122866756839 43.979643899995 24.478713871472 17.9765555280808 67.0887926020603 30.2610931380832 23.6786631762547 31.2214017737952 46.6767341732594 53.7392456482485 33.8347537814869 20.5907091021941 41.1100602087797
HGDP_druze 369.634798571036 137.622734177482 180.217890118628 240.81479176569 258.080047634074 203.681355976558 212.160497217469 445.424188466528 517.771056483024 197.258689829062 502.666222227518 189.301174720184 407.483951068091 479.031712512825 196.086483603065 282.040123400081 173.072445922628 137.981895153443 83.2859461153657 240.845118137369 8.90892583371655 13.9026913110043 28.3140286879302 52.7678897849375 23.2448979966213 12.818982713814 13.2627976800052 37.4012375952563 154.708202069612 20.3388480764669 24.4911695716194 8.47388970454241 14.9454052491975 20.6012361949531 7.78340753254965 9.54738011692911 7.83377776157067 8.00205994124568 10.1583940759822 8.26691668005579 45.2959752481805 42.6163732508686 43.4777569377676 8.10619801976492 53.0782221942559 8.52975347151119 8.98932570167918 42.0012650743889 23.8615180192508 6.74456010565625 7.33004014117226 13.8094643382647 65.1597215366295 13.2419714530024 24.9308529479883 58.3040694319834 21.222452409592 13.2652379136461 54.0814623053144 26.2651265080534 39.0011580241805 70.2432644941112 46.0201646662287 23.126147107161 16.4393632957182 66.3789461166163 31.791918944493 23.2006362142009 33.898565151706 47.6688203329171 50.3715199003193 29.7380033496319 22.8138315102215 40.6331799114694
HGDP_sindhi 344.640398366039 134.586539986787 167.902289693381 226.198436340538 248.110505853655 189.350997043266 199.621724064152 420.440278803022 477.931777544927 186.513450696619 476.444713771842 187.730276307484 387.196106016395 460.560051635294 188.012877380857 268.91682643943 162.172620435918 132.44102156571 84.0358644947193 237.118020451352 12.336600781522 14.8461925078465 13.8696522069651 19.4579557813244 97.7014603558282 16.7649742357292 18.4082756591256 21.0368312783101 22.9904267205674 114.959569075889 74.0640755940276 30.6513547764611 43.0118116041414 68.7486558616211 31.2423254966281 31.1467814344182 29.2916291720463 28.7772524628533 27.3538489926114 34.4541412775859 40.2411818600941 36.813315849011 38.9672779809507 37.3436087060737 39.3198073002276 32.5788857294392 29.6439877627816 47.8267877918047 20.7568666947368 17.9937757594377 23.6603187513018 16.719567182945 49.3673210484087 18.9939856529386 20.7244680948755 46.6436900536208 23.6640617090897 18.9542828939633 45.7185039177967 19.5665287185316 39.0255840243393 56.4341903622722 41.8602032750685 33.1086288242603 15.1127459151906 47.886816641386 38.755847836707 25.5181802060577 34.4948902594303 46.1858005978743 38.9131069991776 24.3598579158196 23.0798415056009 40.5976177179744
HGDP_pathan 353.016992531981 140.769573762644 166.567225223207 235.64664405475 247.585325052877 197.668904504716 207.060418214397 426.383317988828 497.379120154571 194.397131803023 463.047742136843 188.161648281709 399.741112267094 474.726882875603 195.000909402277 270.831661093306 163.890089200408 133.903270140013 85.141312299033 238.474466597623 4.86938318440355 6.04430207053523 13.0535947250748 19.3820544357428 65.9259520219149 5.29464939186292 5.85223144265106 18.9981441536324 24.676652363979 75.459899691531 112.562710821164 31.8154287286131 39.963166036525 65.5233972030468 33.1863758363661 31.9902065568233 33.028825252972 34.4680208901136 33.8775072237578 29.5716195059148 39.8660605037904 35.932055283304 36.4002243882243 34.9826949379223 38.2887565062262 28.5988064506525 31.9073954548454 49.7533378291181 21.4350528683073 20.1396298580569 21.6155509194691 5.34918163941227 52.7303656790301 5.01145730739291 20.8598388071947 50.2764999035791 20.7172373862524 18.0313921657381 44.8028483774813 19.3321326756392 37.3829744162955 52.5139321294233 41.7324798041925 32.6247575668556 15.5131837867884 48.4345525787752 41.141110861374 25.8420419019006 34.0662071883141 43.5901962377228 40.5141848411433 23.8161355970396 21.6729971927698 42.0569855403181
HGDP_han 217.500647711181 84.9990291537809 103.588045889133 144.064008901731 152.347890279998 124.051312589691 126.768071556458 263.762618357765 304.374993066669 119.237509445979 292.11913320254 116.715460662739 242.501798176366 290.102692298206 117.886969077947 170.869312399883 98.9095816701614 83.221900243367 52.826262921597 150.955684591645 5.9505587023273 6.87744395473778 7.92996703390764 9.44126752061698 18.5913015570313 7.00795203778945 7.18517888346116 10.9141808383811 10.7610775680418 26.5541842777229 27.647961376636 409.466744268838 142.745431939155 51.1217930968703 340.407928357164 276.577325427542 279.018064334398 271.837958498427 203.78807985373 98.695699243229 25.9685751689572 23.2556279823683 20.4843265562954 258.358182070775 24.5879469587773 63.6526047422018 309.661721826813 72.5317885668276 24.6856486131429 88.1516601294905 98.592159938909 6.66634117634594 25.9081885246333 6.30141892546714 11.7885305087328 37.4932602374055 16.3996094384991 49.4391158719091 31.5595119655839 11.1603683320741 26.3344893199874 33.0582324544903 34.4186867185181 18.4385325960492 9.55740683637287 26.4089206332871 57.8226659587439 19.4433619627693 25.1705942540992 36.8965815474562 25.5979343288174 11.611371464348 22.6718809583424 38.469860170744
HGDP_hazara 282.126087163739 108.558833594563 132.595190735252 187.801748257024 201.228677753329 158.209545414214 160.805520654479 355.105600484652 395.812992011907 151.780111180057 387.873576365967 152.67209530385 317.880778119196 377.291290066606 157.547665581673 219.780304368143 130.987547697219 107.251153045364 68.4171425077433 193.940911297649 4.74208874190709 4.68010447924586 8.64957591670755 13.0916241574579 30.4896702935201 4.50558948234688 5.80156859148384 14.6647602209733 15.9661548557407 35.0628699115227 38.3262079028038 133.462534401226 317.771066243857 45.7797172576399 132.241175100485 163.127992449436 163.830127866154 177.36819306481 175.230763437549 44.8849175424797 32.6802538827882 28.310168334363 26.1471126799828 85.569989172204 31.2960469203472 34.37398147744 126.673573635584 79.5607166499713 25.8136273563867 51.3969492640905 63.8008128986225 4.82944559374746 41.2070733242757 4.7957250733067 16.1145422593782 45.1496883046485 22.2095591064742 44.7980534752892 37.7821303545078 13.6345296829168 32.6655387572394 42.5127945796784 43.7697211690276 24.5875871120239 11.5700264656619 37.4071508479352 62.4798232836816 25.1094736260769 33.8388277628974 39.5059913322711 32.1343158835346 17.0890421823281 24.2022101148252 41.5101716225991
HGDP_Burusho 321.992193142387 125.679866228006 150.407379812127 208.107584009125 224.679190352518 178.912939155154 189.165035289807 393.705834997277 448.305215559137 175.402706027861 428.407720230681 172.294601923238 361.146592750188 427.777558326469 177.44068282012 250.722237393364 149.030342828024 123.058393809278 78.1098275584402 220.886787671164 4.2563019436924 6.07512966094831 10.2531205058995 16.2300622631986 49.9062892510096 5.07483992026085 5.39769269695902 16.6407599798002 18.9735706670503 69.4920277283922 61.7359822516457 53.9817020590011 49.8373739402086 516.856276609348 54.4717217670213 48.519189085578 50.0296212209683 47.5715153897579 43.9269813921831 35.025597983651 35.8963656194412 33.6675804857767 33.6052239283551 44.3807368060007 38.6506252243038 31.3042577899896 51.7150780892059 50.2173568570755 21.7368766381619 26.1548242011709 29.4224606488627 5.17335314755359 44.8186649080214 5.33314546362823 19.7655289054866 48.5700535291333 21.5924472359147 20.7785883650079 41.1764320697778 16.795496811384 39.1179294590894 48.153652744065 41.6748579120181 29.1648382238804 13.5678467851553 42.4171772355773 42.1495788315242 25.1323946855231 29.4666529965262 41.6740663524185 37.2303422514593 21.9647046862978 19.6745602050995 40.2379824122531
HGDP_tujia 219.013524843516 86.8763271835766 107.075224899913 146.13148794571 157.364717880281 125.601275567228 130.572285357628 266.892157652195 310.988533682061 118.824235762287 303.187023586789 118.813807434304 247.91868792945 294.76952532567 121.154170605759 174.052742656701 103.593855934855 85.7780206796527 53.7618964506192 153.346788118451 6.32596519822383 7.65609430729109 8.84291294000916 9.64407417950209 20.1462281657985 6.99610147278159 6.93755056908719 10.2020846892774 9.65110774608692 27.2805946372705 30.5105431578728 346.557573366782 145.885200589612 52.0603808937972 344.513424417394 270.77746401334 282.656052528249 266.064700541484 202.242168814313 97.6547844822299 25.5897888246151 22.3914116054447 22.6048424989799 253.053539732746 24.4991111907398 59.4663031580304 288.690500785699 79.9842091945828 25.1267029749415 87.250381162667 103.658844489008 7.33826515764059 28.5905348921975 6.46260214915682 12.6008868514602 37.1110263707245 17.5807657444773 46.3974753129697 32.7855207700516 10.7503818478877 26.28722512378 34.1627458371581 34.3250706941587 21.2832947455032 9.46593732730981 26.4779552480449 61.699477396927 19.1819584743168 24.9721078730362 36.8124356318797 25.3061121223582 14.1878566277037 22.690376068248 34.7631836145834
HGDP_mongola 219.707716603345 87.1863198992711 106.31421075606 144.539015042078 158.959364548669 124.612421558135 128.784697278718 269.948795454881 311.027464536663 120.108292440598 303.462976495476 118.973075690702 248.694092194611 294.387919085049 120.58268844412 173.401218295233 102.033938818164 81.9643718218859 54.5561904396741 155.090234506814 4.93982324813275 6.02744880461881 9.08805299738088 10.1816360813695 19.6401759346817 5.50897583822552 5.89055126781677 8.96217664139366 11.2852188340185 24.5066036774763 30.6268487537577 266.2165498797 166.524929854273 45.1666498317745 260.901096476234 295.184413269093 313.165975725382 323.915944859005 317.077805873863 74.5408524580041 23.5784634930254 23.3858735301765 20.4984875332844 170.576127589437 24.8114580711572 50.8053127850438 256.169036792124 104.034688820562 32.8354883243757 88.5627464653053 107.339120735162 5.46429315663192 25.4756876701657 5.40239793397067 14.0775555960159 37.0162161288322 19.1439113613818 63.783115584217 34.6624097151035 8.74529564231855 26.5341682718159 33.7971462382027 38.5669671544989 20.0179381545675 9.29304324371925 25.0408171618247 75.936059163526 22.9892039412804 26.5440082398556 37.9676801600724 24.7660836939085 10.7970199589469 26.9662813916905 42.5992897875296
HGDP_hezhen 201.516337546589 79.4803520572888 96.2281324258758 137.996601091643 145.889497105429 113.77179023023 117.897107629015 245.721689619163 288.716819362653 106.458962199816 278.057811394986 106.409140507558 231.752111480833 273.989248778434 114.587760127936 157.838101673815 93.1682942714017 76.3252655528916 49.3532472474804 145.012196042879 4.99841621112356 5.60587468887561 6.93918780276459 8.36018738093598 18.9721694383057 5.52568108362308 6.24996117783795 10.5470171928601 8.22374423556633 23.4547381459617 26.3310933577583 259.441365898621 162.582995804971 42.355399487179 261.188396539706 309.828062409211 506.539534974164 396.562956875999 329.069749721335 73.207228162875 22.6771860500504 20.6491701320338 20.3678785239886 163.324892797287 24.0413187288012 55.7804908178224 263.631637950878 106.245918917372 27.930696228194 91.0069420181659 119.269579865993 5.65394212495804 26.7256398670044 5.27203790075538 12.2120166504544 39.356604342082 18.9091573325326 69.1252231244121 31.0832818453827 9.23420028531663 23.2338248087779 30.7843120730131 34.5271834499663 19.852664717484 9.02207722153769 24.5738855802086 76.4916582827614 20.6582444764909 26.0065522893797 40.1842963061672 23.3105019370712 11.8822450804276 24.5353434079821 38.1552956357318
HGDP_oroqen 197.001232101488 78.2472956503229 94.6672241338312 129.829706475579 144.283983153235 113.360796872358 114.280418395644 239.720282384658 277.931250047453 107.20587614399 269.902410815798 104.837961143684 226.91531549864 270.706853882642 108.492168045439 155.508429145563 95.3751353233295 76.246516855694 48.0664391059661 141.310342079365 4.7452968573413 5.54224869891741 6.97942092697481 8.25341833129755 16.7506635671974 5.18256246591897 5.58270646173001 9.56448322989023 8.53641334472495 22.430621988611 26.1665167788393 246.314451705011 171.412412099335 42.0184949205876 240.530728724443 315.717565591598 379.372393697699 544.862186571457 388.944999194952 69.1645156456486 22.412158391301 20.3790338901845 20.6233113057443 149.857971839918 21.949006782535 49.19762249456 248.739891604004 134.615813376513 29.8345567767945 91.4841015913548 116.740657509122 5.19256581053832 23.4577963658214 4.92295624144326 11.9034879250354 39.8240662577357 18.503502043033 86.3010165245563 30.8663739083599 9.07772697084794 25.258942849803 28.6264846871717 36.9886666971747 18.9485262018308 8.87976498165171 23.4561321709925 86.7012834612542 21.5967560225424 24.5276424629114 41.0834961880698 22.0104196357135 10.293572518805 26.8025577878297 38.8505263740717
HGDP_yakut 190.617391500964 71.2195238061908 87.4516084120158 122.142564653983 131.551934670947 105.238666100397 110.148835875383 220.483426649253 264.509098586321 99.726604700695 256.820231344974 101.168665564422 211.268940402175 250.777893837776 100.867477546264 143.652695336324 85.8060452546394 70.5954066338787 44.270174812249 133.311548373569 3.5702727882031 4.05138581532079 6.36795318521562 7.78682294567735 13.1878785271793 4.2799100511895 3.86867155946391 8.35844068334544 7.91612898458735 17.8495504608246 23.2387979990114 155.620840974105 154.689172877969 33.4790433732298 149.052754524825 266.5006508914 281.508530377793 340.988403578506 1440.33042214101 44.2328769569936 20.7768256648766 17.6618554652857 19.7212337674923 86.0774068333962 19.6275730295917 36.2712063384497 159.685416794504 134.73536517729 29.030445763642 69.8742895103099 83.6463094079532 4.06402401595308 24.0288306373669 3.92707705797291 10.6097556459069 37.5649480079458 18.0806899475182 85.5141225273351 31.8172219983444 8.61917114292449 23.3323255849882 26.816210752804 31.1628772970934 17.6033243710203 7.68571570685309 20.883876135741 84.6325722435479 18.875569152528 26.0490722807552 38.9199068871297 19.3411771282341 9.616659992719 26.526880812043 40.5829478682876
NAN_Melanesian 179.935164262868 71.627251338297 83.5885622532563 120.871703014221 129.444566385139 101.658580035942 103.985593936112 219.116990827221 252.606311788597 98.4816643391147 242.164774690689 97.7853953579405 202.317804020399 237.694636030242 99.1103666827309 137.486791354887 84.4770188842785 67.2957746832106 44.3036056424461 121.864735983013 10.7140937795691 10.6665113671907 9.28811385341619 8.85048105107139 17.1127310003588 10.5367139716885 10.4419833202344 8.76072337896813 8.3336610423617 22.4713248622834 21.8124011160044 82.9430078180198 40.4883110104633 26.051728469848 80.1992136872902 67.3826444697651 67.9247437391193 64.7817080595937 50.5092422106037 2563.4965834948 20.4889690029656 18.9407053709443 17.8187684724075 91.8980227289463 22.5190771863213 423.804258888637 81.0799029865138 33.5381483034129 11.2708475211113 30.7602746317143 36.5162136486009 11.0419493544423 22.1376059056132 10.6317507500386 8.8751770572694 25.1819243405301 10.0450911268839 17.0732718765366 22.4418276263808 7.77900934494324 21.1081362800184 25.1834739675399 23.0153707637746 12.3849153859188 7.68164179523548 21.9822437488656 27.060554441479 14.6082658150473 16.5732598477663 23.0829290282821 22.1253473512003 9.54980149861083 11.7868461539864 23.3013322908883
HGDP_french 422.667367246233 159.362853478897 198.385050380223 274.603015981042 298.861683177699 237.944570222881 245.013671267707 519.352722833583 579.502868617046 228.944272194598 569.832968057915 217.895272661756 466.970396016482 546.031427800543 221.799042253469 324.689294656033 192.339922470616 151.07878586609 97.0947351016553 267.797333119623 1.52682517194234 2.43093012057418 8.41940521490568 6.71955690060707 5.87153013519612 2.19024894131328 2.17110308505452 6.95339468932207 7.32666079969519 5.70099450162185 5.66579396304714 2.8910278386426 4.72204874204091 5.53461436235973 2.86465743014944 3.28586395378686 2.95995254951857 3.16505186868148 3.46782033346181 2.84771978881766 41.3146723063525 43.191017127541 27.4109815850445 2.75782087022609 33.1011561872542 2.64733637381266 2.81223724793212 34.6759091390457 7.35303590073654 3.21468947905955 3.68327820809119 2.14819562575097 33.2983974883777 2.34001695958353 7.17150578698277 31.1553057583519 7.23370069779887 7.43592474611298 33.6419954653091 7.75320538578918 40.8549370606698 29.7610672836211 32.8767292955476 6.35172392140086 17.8677397454619 24.8662996579154 25.3708280535968 30.0809459613874 29.1594264276025 27.3290507845664 38.3841218117308 6.82718260152851 6.90693522009118 31.0345221349456
HGDP_french_bsq 344.882270822807 143.908124091762 169.528322163102 247.179606947768 243.702125592845 191.040142258393 207.507855418773 430.006112589761 484.959165997364 192.97613930857 477.626378235841 197.126910855894 391.635298858425 464.180990811979 189.764067383106 272.375914166835 161.361548488928 133.774675327471 89.1854610895017 232.875151083513 1.46819104595047 2.11544922030257 8.26110132908057 6.9368078942784 5.1723834291714 1.84678458028164 1.896771146838 6.48936637405382 6.45493802439794 5.65582491381267 5.48016668856793 2.62885465302121 4.15533853578829 5.2554410943289 2.7143599718513 2.97325448732965 2.82593189010865 2.54310535847739 2.96092077980629 2.53594047794705 46.7596407713339 1007.94513642989 30.0847360012261 2.48492668105585 44.2878624343433 2.32937371561724 2.48950163412963 28.8882003399971 7.02875413110663 2.7327810912675 5.53551690870566 1.92426204979712 34.6350365680787 1.88800490339203 7.36260160735508 29.6316301464136 6.40191476347399 6.75339295679152 32.2522440840329 7.52983579504471 33.5539517938904 29.5701684163354 28.939354504612 6.27331757457553 14.9936028442809 27.7831663270398 21.5446109349606 24.7539576707633 23.672358872966 24.8159450650327 130.633472832883 6.57112499106819 6.64900178020886 27.2035476963741
HGDP_italian_n 394.313179286269 157.17985335252 190.15576733036 264.002867309107 278.385409998268 222.705484956563 231.290789257138 487.767750176359 560.190870226859 211.075213643996 544.724046605893 213.398309598867 440.780650379872 525.889243938469 213.91170522941 306.898889805536 184.765532968383 149.930527964688 96.3442049673486 265.364136578256 2.07487253459408 3.23383971494037 12.4603141828549 12.8867156912464 9.88054891852384 2.76916587789894 3.00509827277849 11.9051788958198 13.0023755983115 9.80188402445515 9.37208453818134 4.41322650188738 7.16820244184908 9.35273402716855 4.79910414794097 5.11456554590668 4.70463988629877 4.58642943234155 5.98393928902675 4.61915878457523 45.4327117347822 48.6286795639123 135.325292341212 4.55319956910436 50.2203465054464 4.14662525697582 4.59099036226141 39.3569702865861 11.6235489613624 4.51335950588649 5.18988572967015 3.04540540585327 51.721009280363 3.11926881498562 11.0427462753755 43.9523706256017 11.5081734316815 9.90202094268517 42.7985822280139 12.5954482395741 42.3710375089232 48.0288110846647 41.5734570573405 10.5526170885868 17.8573184624519 38.8567245998488 32.2885017673681 29.1160003481356 31.6946863058416 37.4434717915702 46.473212759783 11.7060715001683 11.6678454615535 38.7652250277465
